text,label
नेपाल मल उद्योग खोल्न रोक्ने रैछ चोर हरुलाइ अर्काको पर्नु आफैं उत्पादन गरे टन्टै साफ किसान सहज,0
नेपालमा मन्त्री बनेका नेता जसाे कमाउन ढुकुटि दाेहन मात्रै हाे भिजन बुद्वि नभयका कािसन खान नपाय कामनै नगर्ने पसुहौ मात्रै,0
रबि सर म्याग्दी बेनि दरबाङ्ग सम्मको बाटोको पतक रिपोत गरिदिनु होसन सर 5 बर्षभयो पर्गती भएन,0
माथिल्लो स्थरमा नपुगुन्जेल उस्तो पदमा आइसकेपछी नेतहरु तै,0
एकमात्र जनतमुखि कार्यक्रम सीधाकुरा,2
राज्यको परिचालन एस्तै बोका एस्तै,0
नेपाल मै उत्पादन पर्यो मल सर,2
खुकुरित सिधानै उठउने 100,2
6 मिनेट दमदार लाइन सुन्न आउनु लाइक,1
सिधा हेर्नुहुने दर्शक सिधा टिमलाई,2
बुलन्द आवाज सुन्न पाइयोस्,1
“सरकारी काम कहिले जाला घाम,0
नमस्कार रबि सर लगायत सम्पूर्ण टिम,1
दलित जाति भित्रै जातिय छुवा छुत छभने बाईर जातले काँ बाकि रख्छतजय रवि सर,0
डाका नेता चाेर कर्याकर्ता भेडो जनत देसमा बिकासकाे कल्पना दिवासपना मात्रै हाे,0
इस्कृन राखेको नम्बर कल ल्लाग्दैन,0
️️आज छिटै पाचौ कमेन्ट,2
कृषिप्रधान देशमा किसानले मल पाउदैन कस्तो देश,0
हावा समाचार कता हिन्दै अबस्थामा पुलिस फेलापर्यो रे चन्द्रे कामिलाइ,0
नो एम सि सि सि दलाल चोर गुखाने नेताहरू थुक्क दलाल नेताहरू रिप रिप रिप,0
गरिब भगवान रबि सर,1
बोल्नु पार्‍यो दाइ,2
पुलिस कामै देश नेपालमा काम नलाग्ने भनेको नेपाल पुलिस खोइ येस्ता घटना कत्ती कत्ती माखो मरेको,0
प्रहरी मिलेको लाग्यो मान्छे हराएको यतिका दिन भैसकेको आज सञ्चालन सफलता मिलेको,0
जातीय बिबेद भयो कहिले मान्छे बन्छन इ गु खाने हरु अन्न नाउँमा गु खाउ एकचोटि फ़ेरि बन्दुक उठाउने मौका देउ पश्चिम् भेगमा बिबेद भयो,0
नमस्कार रबि सर याे बुलन्द अावाज काे उच्च सम्मान चाहान्छु,1
केदार नेपाल,2
जमातलाई समाते मान्छे भेटिन्न,0
कोहि कोहि टिभी भुकेर हुन्न गोबर भरियका दिमाग उहाँ करायको नेता होर यस्तै नबुझ्नी भेडा जन्ता गर्नुहोला भनेको,0
बिकास खाका नभएका डाकाहरु रे सब्द बाण हान्न रबि सरलाइ कसले सक्नु,0
छीटै सुन्पाउस सिधा,2
जय नेपाल,1
छीटै सुन्पाउस सिधा,2
जय नेपाल,1
दशरथ राईबाट चित्त बुझ्दो जवाफ आएन यिनी गतिला मान्छे ठाउमा छैनन क्या,0
सोधे नभने अत्ति भएर खाना खानु भयो रे रबि सर मजाक जय नेपाल हैन जय चोर देश जय न्याय मरेको देश जय रबि सर,0
सलाम दाजु,1
सँगित सरोवर,2
दशरथ राइले जवाफ दिन नसकेको देख्दा यश मानिसलाइ यश घटनाको चासो नराखेको,0
काठमाडौं उपत्यका भित्रै छुवाछुत झन उपत्यका कस्तो हाल,0
जातीय बिभेद अन्ते कहिले नेपाल,0
सुन्नु जनता हरू,2
जय नेपाल रवि दाई नेपाल नेपाल,1
झ्यास रैछ सायक सिडियो दशरथ राई क्षमता अनुसारको जिल्ला छानेर हुम्ला पठाएको रहेछ,0
रबिदाइ ज्यान लिन दिन तयार,1
रबि सर उच्च समान,1
सलाम सर,1
हजुर ५ मिनेट बोल्दा ५०० जना नेता हरु प्यान्ट मुट्छन5,2
खै देशको कानुन कानुन गरिबीलाई मात्रै लाग्छ धनिर ठुला जात भनाउदा हरुलाई कानुन लाग्दैना रहेछ,0
नमस्कार रबि सर हजुर धन्यवाद जय रबि सर,1
नेपाल जातीय भेदभाव अपराधी पाखण्डी हरुलाइ एकै ठाउँ राखेर आगो लाउन मन,0
यथार्थ,2
नागरिकता पाउदैन सहि हाे पाउनु हुदैन,0
रबि सर तपाइको धन्यवाद जति पुग्दैन एउटा अनुरोध बिरोध भैरहदा नेपाली जनता माथी प्रहरीले चरम दोमन लाठी चार्ज समेत गरिरहेको बिसयमा सम्बन्धित ब्यत्ती सङग कडा कडा जवाफ माग्नु जनताको अनुरोध रबि सर,0
सलाम रबि सर लाइ,1
मल कारखाना खोल्नु भन्नुत काहाँ काहाँ बजेट बढाउनु पो भन्छ येस्ता मान्छे,1
केटी पक्षका मान्छे पक्राउ सुक्ष्म तरिकाले जाँचबुझ पर्ने सहायक सिडियाे साब खाने सुत्ने मात्रै हाेकि हाे नुन खाएको कुखुरा जस्ताे बाेल्छ यार,0
रवी लामिछाने जिउ खै कहिले देसमा सुसासन बिजोक हाम्रै कमी कम्जोरी गलत ब्यक्ती चुनाब जिताए पछी आउनु होस रवी जिउ राजनितिमा राम्रा२ अवियन्ता सग टोली काम बनाएर,0
सहि रबि भाई,1
सहि रबि सर,1
आतङ्ककारीको युद्द 17 हजारले ज्यान गुमाएका 14 जस्ताे लाग्याे,0
चित्त बुज्दो कारेक्रम मन,1
राबि सर सलाम तपाईंको भनाइलाई,1
नेताहरु भनेको मुखमा राम राम बगलीमा छुरा,1
ठेकेदार नेता शीत भ्रष्ट छन अनि सर,0
एमाले लाइ२ ३ मत ‌दिऊ बिचवलिया दलाल ‌साना पार्टी माउबादि जसपा ‌माकुने‌ पार्टी रहित नेपाल बनाउ तब नेपाल बिकास दाैडिन्छ,1
चन्द्रे कामिलाइ न्याय दे सरकार,1
राई पैसा बिकेको लाग्यो मुला सिदै केटीको बाबा अामा केटिलाई ङंगो बनाएर नुन खोर्सनि लौनु अनि भन्छा केटा ल्याउछ नभए रुकुम जा जार कोट घट्ना घट्छ होसियार बाउन बात अन्या हुनु,0
रबि सर कडा खान खानु भयो तरिका,1
धन्यवाद नमस्कार,1
रबि दाई सलाम,1
नेपाल मल उत्पादन नसकेकाे हाेला,0
सलाम रभि सर नेपाल नेपाल नेपाल नेपाल नेपाल नेपाल नेपाल नेपाल नेपाल नेपाल नेपाल,1
रबिसर हामि नेपालि अभागि,0
पुलीस बिके जस्ताे लाज लाग्नु पर्ने हाे,0
सार्की दमाई कामी मानब बै अहिले 21 एाईसाै सत्यादिमा जाति हुदैन साेच काे ठूलो सानाे ॥ बा्हणम छेत्री मानब बै हाे सार्की दमाई कामी मानब मै हाे॥ सानाे ठूलो भन्नु काे हुराण साेच हो॥,1
सम्मन लायक सरकार,0
मन्त्री माग आइरको,1
मुख २ टा जात महिला पुरुष व्यवहार चाहिँ कहिले लेउदैनैनन्,0
राई सोल्टी हरु अलिक कडा हुन्थ्यो यार कस्तो गोबर रहेछ 20 जना आयर अपहरण लादा पकृन नस्क्ने पुनिस आलु छन यार,0
कार्यक्रम दम दार,1
जात ब्यबस्था मुर्दाबाद चन्द्रे कामीको खोजी गर,0
नुवाकोटको त्रिशुली कोलानी देउराली जाने १३ मि सडक खनेको ३५ बर्ष भैसक्यो रबि सर ३५ बर्ष भित्रमा २ ३ अरब रकम आइसक्यो सडक जिँउकातिँउ देशको रबि सर लाजै ला्ग्छ नेपालीको नेता सरकार,0
नमस्कार रबि जि,1
ता जातीय बिभेद कोहि मान्छेलाइ माम्छे मान्दिन,0
काे बारेमा बाेल्नु दाई,2
शुभ रहोस् नमस्ते,1
कस्तो खालको प्रहरी केटी माइती लगेर राखेको संघै सुतेको केटा बेपत्ता सिधै,0
बेतिथिले भरीएको नेपाल,0
अपहरण गरने केटी पछ बाहुन अनुसाधन गरने बाहुन अनि हुनछ,2
हैन यिनि कस्तो खाले शाहेक जिल्ला प्रमुख बनाएको,0
नेपालका किसानहरुले अहिले मल पाउदैन यस्ता खाते नेताहरु सङ्ग देश विकास भनेर आस बेकार प्रचण्ड शेरे बाबुराम चीर,0
महिनौं दिन देखी तारा बराल अनसन छिन बारेमा बोल्नुपर्यो रवि जी,1
तपाइँ चितवनमा जेलमा हुदा तारा बराल लगाएको गुन ऋण तिर्ने बेला यहीं,1
तपाइँ रिहाइ लागी बोल्दा उनि अनायासै दस दिन हिरासत थुनियकी थिइन,1
रबि जि डीएसपी रक्सि खायेर बोलेको ढुक्क,1
दाइ हजुरको भिउज कम आज भोलि,0
पुलिसले काम सम्बन्धित मानिसलाई भेटेर,2
मल काे ऐउटा कम्पनी खाेले भईहालछ हाेलानि,2
मिदिया जन्म भयो पत्रकार जन्मकिन भयो मिदिया बिचौलिया हरु नेता हरु बिच सम्झौता खबर बन्दैन खबर बनाइन्छ बनाको समाचार देस जन्ता भलो गर्दैन सब रबि दाइ तिम बुझ्नु उहाँ लाख लाख सलुत सम्पुर्ण रबि दाइ तिम कोति कोति प्रनाम,1
वा वा छोरा रभी सलाम,1
कहाँ मरेका धर्म परिवर्तन भयो भनेर राेयलाे हरु हिन्दू राज्य चाहियो भन्ने्‌ सस्कृति धर्म बचाउने भन्दै उफ्रने हिन्दू धर्मका ठेकेदार हरु यि ठेकेदार हरु समाज पठाउनु पर्याे भन्न लगाउनु पर्याे धर्म विभेद अन्तरजातीय विवाह सुइकार गर भन्न हैन याे सस्कृति सिधिन बाट लाग्दैन है चेतना भया,2
हेर्दै भारतबाट,2
खाना खानु भयो सर रे,2
अस्तब्यस्त अवस्थाको नाजायज फाईदा उठाउॅंदै स्थानीय एग्रोभेटले नुनमा रातोमाटो मोलेर पोटासको रूपमा बिक्री गरेकोले यसपालीको कतिपय किसानको खर्च भयो भयो जमिन खराब हुनुको यसपालीको बाली खराब भयो निजलाई नियन्त्रणमा लिएर दिन छोडिएको किसानको नोक्सानीमा ध्यान दिईएको,0
सबैभन्दा दलीतहरुले दलीत आरक्षण कोटा खारेज नगरेसम्म दलित अछुत परम्परा रहिरहनछ‌ दलीत आरक्षण सुविधा भत्ता पाउँछ दलीत अनि ब्राम्हण ठकुरिहरुको छोरीचेलीलाई दलीतको घरमा मान्छ दलीतको आरक्षण हटाउनु जातिय समान दाजिन आँट गर्दा फरक नपर्ला,0
वा वा रबि दाइ कडा,1
नेपाल मिडिया खाते खोइ सन्तोष देउजा गको अनि अपिल तिर्पाती हिमेस भाइ खोइ गको,2
छोटो जिन्दगी फोटो खिचेर राख,2
धिक्कार नेपाल‌ बसने अलि अलि पढेका बुझेका पढने पढाउने लाइ,0
यहि सामाजिक किताबमा पढेको थियौ सबैले बिद्यालयमा,2
सानो ठुलो जात भनेर सर मिस पढाउनु भाको त्यहि भनेर पढाइयो जातिय बिभेद भनेर,1
ए रबिलामिछाने सर अमेरिकाले भिजिट भिसा मात्रै रोकिराखेछ आउनेजाने भइरहेकै कोरोनाले भिजिट भिसालाई छानीछानी लान्छ क्या लौ आवाज उठाउनु पर्यो जानै पर्ने हजुर आपत पर्यो,0
भेरिमा फालेको सेतिमा हैन,0
प्रसाशन कस्तो ना जवाफ,0
नबराजलाई सेति हैन लाग्छ आपसोति लाग्छ,0
नेपालको सन्दर्भमा मलको समस्या पुस्तैनी २०४५ साल यही समस्या ३५ बर्ष पश्चात समस्या ज्यूँ त्यूँ नेपाल देशमा सरकार नीजि क्षेत्र मिलेर मल उत्पादन प्लान्ट निर्माण पर्ने समस्याको समाधान पर्ने बंगलादेशले मल उत्पादन निर्यात नेपालले मल उत्पादन देश खपत सक्दैन शेरे ओली प्रचण्ड माकुने जस्ता लोमुते नेताहरूलाई मतलब,2
चासो गुनासो मात्रै आवाज,2
सरकारनै नेपाल,2
रबि दाइ नमस्कार,1
चियानल जोडीदिनु आभारी सम्पूर्ण दर्सक स्रोता हरु,1
रवि सर नमस्कार हजुर बुलन्द आवज देस जनता परिबर्तन लेउनुहुन्छ आसाराख्दै सर्ब कर्म माहन बिश्वाकर्मा बङ्गसि कै सिर्जना मानव जगत चले मानव जगत कर्म गर्नै आये कर्म हिन ठुलो पल्टने नरपिसाछ हरुले उपनाम दिदै अपमान बोलिने सब्ध कामी जात बिश्वाकर्म आ आफनै थर अपमान कामी दमाई सार्कि गाइने भन्न छोडउ जात उपनाम लिदै बोल्न मिल्छ जय बिश्वाकर्मा नेपाल ️,1
जतापनि विकृति मात्रै,0
खाना खानु भो सर,2
अधिक मध्ये स्वयं,2
नेपालमा जस्ले गरेनि आखिर नेपाल पुलिसले चाहि पत्ता लगाउछ 20 जना गएर अपहरण केटि माइति पक्ष सङ्गै अनुसन्धानको काम भैराको अपहरण गर्नेलाइ सिधै लातका लात हानेपछि सत्य तथ्य आउछ थुक्क नेपालको कानुन पैसा कमाउने खेति मात्रै,0
मनुबादी हिन्दु अतिबादी हरुले जरो गाडेर बस्छ तब जातिय विभेद छुवाछूत अन्त देशमा बिकास सडक खन्नु पर्यो बन देउता रिसाउने जातीय विभेद गरिएन कुल देउता रिसाउने आर्थिक क्रान्ति लाग्यो पशुपतिनाथ रिसाउने कहाँ बाट बिकास पशुपतिनाथ सुन चडाएको पैसाले बिपन्न किसानहरूको मल हुन्थ्यो खोइ चेतना हिन्दु अतिबादी मनुष्मृती बादिहरुको,0
कोमेन्ट कुनैपनी ब्यक्तिमा ठेस पुगेको प्रमाणको बहस तयार,1
भेटियो सुनियो केरे,1
कस्तो रोग लाग्यो सिधा नहेरी निन्द्रा नलाग्ने,2
हजार प्रयाश गर्दा निदाउन सक्दिन हेरे निदाको पत्तो हुदैन,0
खाना खानु भयो,2
भन्दिन कोहि कोहि जात जनाउँछन् जातमा गु खाने बेहोरा भएका हरु कम छैनन जात माथी उठौं समाज सुधारमा जुटौं लेखेको है,0
गाउँको ठिट्टो,2
दलाल भगाउ देश बचाउ,1
गर्छौ य जातको,2
अाज 103 नम्बरमा परियो कमेन्टमा,2
येस्ता मुजि कस्ले बनयो डीएसपी,0
चियानल जोडीदिनु आभारी सम्पूर्ण दर्सक स्रोता हरु,1
भेरी फालेको हैनर,2
छुवाछूत भनेको कामी दमाई सार्की झन खतरा रहेछ आफुलाई पहिला मिलाउना जरुरी जात भात भनेको छैना मात्रा मानव जाती,0
बारेमा बोल्दैनौ रबि जि भाग आउनी भो तिमिलाइ,0
हिजो दिनमा बिरोध रबि लामिछाने अहिले चुइक्क बोल्दैनान यिनी काङ्ग्रेसको खम्बा रहेछ्न,0
वाह रबि सर बुलन्द यथार्थ आवाज उच्च सम्मान,1
रबि सर 7 मिनेट 33 सेकेन्ड कडा प्रहार क कस्ले मन पर्यो,1
तपाईंको कार्यक्रम अहिलेसम्म नछुटाउने मान्छे हु तपाईंको बोली बोली दम परेको बेला ज्यान दिन तयार है सर,1
७ ३५ मिनेटको भासण क्या दम्दार रबि सरको पर्यो सर प्रधानमन्त्री,1
चन्द्र कामी घटना सामान्य रूपमा लिएको सहायक जिल्ला प्रमुखले त्यही सबैको मिले मतो भइसकेको रैछ घट्ना राजनीतिकरण भइसकेको रैछ बुझियो,0
बुलन्द आवाजको हजुरलाइ उच्च सम्मान जय रबि दाइ नेपाल,1
रोल्पा बक्सियोस रुकुम बक्सियोस,2
ज्यानै चढाईदिन्छु रबी सर हुकुम बक्सियोस,2
सर्वहारा जनताको रवि लामिछाने उच्च सम्मान हजुर नेपाली हरु ️,1
रवि सर कार्यक्रम प्रस्तुत आउने शैली बलिवडको हिरो कम देखिनु हुदैन है,1
एक्दमै राम्रो कार्यक्रम रबि सरको,1
बुलन्द आवाज उठाउनु भएकोमा मनै रबि सर उच्च सम्मान,1
गरीब जनताका सहारा आदरणीय रबी लामिछाने दाईको सपोर्टर छम ️,1
संसद हरू मन्त्री प्रधानमन्त्री पाउने व्यवस्था अन्त्ये हुँदैन यस्तै नेपाल बिकल्प अस्वीकार अधिकार अनी सम्झाउने अधिकार जनता बाट प्रतक्ष्य निर्वाचित कार्यकारी प्रणाली विकल्प जय नेपाल नेपाल नेपाल नेपाल,1
हार्दिक नमन रबि सर्️️️,1
4 रबि दादाको फ्यान यत है,2
किसानले समयमानै मोल पाउने भैदेको भा किना सामान ईन्डियानको मुख ताक्नु पर्यो,2
समर्थन राजेन्द्र लिङदेल अनि हजुर,1
कति खुसिलाग बि भाइ काे अवाज सुनदा️️️️️️️️️️,1
वा रबि दा हजुरको साहासी सलाम ️️️️️️,1
घटनाको ढाछोप खोजिरहेको चन्द्र कामीलाई छिटो छिटो सार्वजनिक गर सरकार,0
नेता मन्त्री हरु कुर्सी तानातान ब्यस्त अनि देशमा बिकास,0
देशमा सच्चा अभिभावकको अभावको कारण क्षेत्रमा छाडातन्त्र चलिरहेको कोहीसंग टेडदैनन्,0
सुरुवात दमदार रवि दाईको आम नेपाली जनताको दरिलो आवाज हाल सम्मको नियमित दर्शक साउदी बाट,1
जय नेपाल नेपाल नेपाल नेपाल नेपाल,1
थुलो जात हरु जात भनी समाजमा जनचेतना चलाए भनी विभेद छिट्टै अन्त्य,1
वाह रवि सर सत्य,1
नेताहरुले गर्दा देश बिकास सकेको,0
जय नेपाल् नेपाल नेपाल नेपाल,1
दाइ जति कराए सुनेर उडाउछन सब मासु च्युरेहरु छन जन्ता जाग्नु पर्ने मोरङको नेता मन्त्री निषेधित क्षेत्र घोषित ठाउँ ठाउँ टोल टोलमा अघि बड्न चेतना जगाउन आवश्यक,1
यस्ता जातीय विभेद काे दोषिलाई सजाय दिनु कारवाही भिडियो लाइभ भिडियो हेरेर त्यहि गल्ति दोहोर्याउने आँट नगरोस् सानो सुझाव,0
देश बिगार्ने नेता तिनै नेतालाई जिताउने कति जिम्मेवार हुनि जय रबि सर,1
कृषि प्रधान देश यस्ताे हालत किसानकाे लाज लाग्दैन सम्बन्धित व्यक्तिलाई सरकार प्रमुख एमसिसिकाे पैसामा रयाल काढीराकाेछ कस्ताे लाज पचेकाे यिाीहरू,0
गरीब लाइ जैले पेलेको पेलै चन्द्रे कामी गरीब दलित गर्दा केटि पछे स्वीकार नवाएको त्यत्रो २०जना समुवा जाँदा एउटा पुलिस समातेर खोज खाज नसक्ने अनी केटि सोध खोज नसक्ने नेपाल पुलिस अनुसन्धान,0
नेपाल आमाहरुका कोख रित्तियका छन यस्ता घटनाहरुको राम्रोसँग छानबिन दोषीलाई कडा कार्वाही होस रबि सर️,0
हामीले सोचेका थियौ आज कलेज समाचार कार्यक्रममा आउछ किनकि दिनभरि आकाशगंगा 4 त्यतै अबसोच रवि दाईले विध्यारथीको आवाजलाई सुनीदिनु भएन,0
किसानी हु नदिएपनी मल बीउ मात्रै कति सहज हुन्थ्यो भन्नी सपना मात्रै भयो किसानी दु ख देख्ने गरोस् नेता होकि देश बेचुवा कृषि पर्धान देश भनेर पुर्खा हरु नाम अहिले चोरै चोर हरु लाज कृषि हातल कस्तो,0
हजुरहरुको माया साथको एकदमै आभारी आउदों हप्ता बाट द भ्वाइस किड्स लाइभ राउण्ड सुरु हुदैं मलाइ हजुरहरुले भोट दिन सक्नुहुनेछ अबको निर्णय दर्शककै हातमा छ️,1
मुलुक बिकास मार्ग चित्र बनाउन तेति सजिलो बोरो हरु ️ नेपाल नेपाल नेपाल नेपाल,0
चन्द्र कामी छिटो न्याय दे,1
सलाम रबिसर लगायत सम्पूर्ण टिमलाई,1
रवि सर प्रोग्राम सीधा एकदमै राम्रो गरीब दु खी जनता चासो गुनासो लिएर भण्डफोर,1
काम नसक्ने नजान्ने मन्त्री नभइदिए हुन्थ्यो,0
रिपाेर्ट बनाएर हुनेवाला रवि जि जवाफ जसरि दिन मिल्छ नेेतृत्वमा जाने कम्मर कस्नुस त्याे ल्याकत राेकेकाे तपाईंलाई जनताले नदेलान डर,0
शास्त्रमा स्पस्टै लेख्या स्त्रीसंग बहस नगर्नुस भनेर,2
उसले हात्ती उड्छ भनिन बहस नगर्नु भन्नु मैले आज बिहान घर छेउको तारमा बसेथ्यो,2
देश विदेश बाट सिधा नछुटाई हेर्नुहुने सम्पुर्ण दर्शक महानुभाव हरु आउनुहोस धन्यवाद अहिले कतार नेपाल हेर्दैछु,2
देश जनताको आवश्यक रवी सर नेपाल नेपाल नेपाल नेपाल नेपाल,1
छुवाछुत नगरौं मान्छेको दिल,1
आँफुलाई राखेर हेर्नुस कस्तो नराम्रो भावना,2
सहि बिकास नगर्ने नेतालाई निकास दिनुहुँदैन प्रवेश,0
देशमा राजनेता सहि नभए यस्तै नेता देशभक्त जन्ताभक्त हुनजरुरि रबि सर देश बनाउनछ पत्रकारिताबाट अनुभव बटुलेर छिटै राजनितिमा आउनजरुरि देश बनाउने हुदैन अनुभव,0
रबि गरिब दुखिहरुको सहारा कसले भन्छ रबिले भनेर बिगत हेरेर बोले,1
बुलन्द आवाज बोलिदिनु भयो आज सलाम रबि दाइ,1
गम्भिर बिषय एउटा कार्यक्रम पुरै कृषिको बनाउनु पर्यो रवि दाई मिल्छ,1
चन्द्र कामी न्याय प्रसासन दबाब दिउ,1
जबसम्म जनताले प्रत्येक्ष भोट हालेर प्रधानमन्त्री चुन्न पाउदैनन तबसम्म नेपालमा यस्तै सासद्ले चुन्ने ब्यबस्था रहेसम्म बिकास निकास घनश्याम भुसाल समृद्धिका गफ छाटनेले मल ल्याउन सकेन अरुको,0
नेत्र बहादुर भण्डारी जीउलाई रातीको पौने१० बजे चिन्तित हुनुहुन्छ अरे कस्को बिसयमा किसानको वहा मजाक दिन कुरो,0
नमस्कार रबि जी सहित पूरा टिमलाई नेपाल ️,1
हुम्ला प्रहरी प्रमुख बोल्नै नसक्ने ढिलो प्रहरी प्रसासन बाट कस्तो अनुसन्धान खै बाँकी भन्न सकिन्न,0
सुतेकाे दलित सग कहिले ज्यादति गर्छाैं हाे दिन दलित हरु तिम्रो ज्यादति एकजुट हुनेछन् दिन तिम्रो अन्तिम दिन,0
रबि जि बुलन्द आवज सुन्नुको हाजिर भैयो जन्ता भएर बिरोध गरुम,0
रबि सर काे बुलन्द अावाजले मनै प्रफुल्लहुन्छ जय रबि सर,1
आज अलि हेर्न पाइयो️️सिधा विथ रवि लामिछाने️️️️️,1
जय रवि सर जय नेपाल नेपाल नेपाल,1
हजुर देश जनता सुननु परछ चुनाव नेता हरु सनग हिसाब मागनु परछ,1
बिजोग देशको जनताहरु ठूलो सानो जात भन्दै बस्दै मानसिक रोगी हरु छिटै उपचार गर सरकार,0
जय नेपाल् नेपाल नेपाल नेपाल नेपाल नेपाल,1
कमजोरी मासु भातको नेताको पछाडि लाग्छौ,0
बुलन्द आवाजको उच्च सम्मान रबि सर्️️️️️️️️️️️ नेपाल नेपाल नेपाल नेपाल नेपाल नेपाल नेपाल नेपाल नेपाल नेपाल नेपाल,1
किसानहरुले एत्रो मलको एत्रो आन्दोलन गर्नुइ पर्ने कसको हाम्रै किसान् हरु दुख गर्दैछ सरकार भ्रष्टाचार कुन किसानहरुलाई बुझिदिदैन सब किसान् हरुलाई प्राथमिकता दियोस हेर्छ सरकार थु,1
रबि सर कुलन्द अावाज उच्च सनमान,1
सिधा कुराको प्रतीक्षा बस्दाबस्दै बल्ल ट्यूब हेर्न सुरु गरियो,2
सर क्रीकेट विवाद प्रोग्राम समेट्नु परो हजुर,0
रबि सर साथीहरु यता भिजिट गरौँ,2
जात छुवाछुत कामी दमाई सार्की लगायत जातभित्रै झन डरलाग्दो रहेछ मैले पढेको पहिला उहाँहरु सुधार ल्याउनुस अनि सुध्रिने,0
भस्टाचार भस्टाचार भलिपुरना भऐको देश नेपाल अनाडि पापी मान्छेहरू छि छि,0
मनै देखी सम्मान रबि दाई टिम,1
राष्ट्रको हिरो रबि सरलाई सलाम,1
रबि सर साथीहरु यता भिजिट गरौँ,2
नेपालमा जबसम्मा ब्राह्मण बादको अनत्यहुदैना तबसम्मा घट्न घटिनैरहन्छ मुखले हमिसम्मान छौ भन्छ व्याबारमा कैले परिबर्तन गर्दैना मुखमा रामराम बगलिमा छुरा,0
वा सुरुकै भनाई 100 सहि लाग्यो ️️️️,1
जय सिधा टिम,1
न्याय नपाए गोर्खा जानु भन्थे ऐले,2
न्याय नपाए रवि दाईको जानु,1
नमस्कार तहि किसानहरुकाे समस्या सरकारलाइ रमिता सत्ता कुचिमा राजनितीक भागबन्डा जनता उसतै पाटी दलमा कहिले समम समस्या उठान गराउने जहुरहरु,0
सलाम रबी सर लगायर सम्पुर्ण टिमलाई,1
आस भनेको रवि दाइको,1
कृषक आफैले मलखाद बनाउनु,1
आत्मनिर्भ आफै हुनुपर्छ सर,1
जय रबि दाइ ️,1
जातीय विभेद नेपालमा कहिले हराउने किनकि समाज त्यस्तै दलित समुदायको युवाहरूले थर लुकाएर झुक्याउने,0
पत्रकार भनेको रबि सर हुनु प्रछ सुभकामना हजुर्लाई,1
सबभन्दा महत्त्व किसान दिनु सँचार माध्यम अ राज्नितिक पार्टी,1
समाजको जातीय बिभेदका कारण मन दुखेर आउँछ मान्छेहरु पसुहरु असिक्छित भएका हौ कस्तो समाज बसेका छौ समाज कहिले सिक्छित सुधृन्छ मेन कानुन शिक्षा बिकास कमिले रबि सर जातीय बिभेदको बारेमा दरो खरो तरिकाले गाउँ टोल सहर तपाइको टिमले रिपोर्ट तपाइको आवज बाट असिक्छित मान्छे हरुलाइ सिक्छित बनाउने काम,0
देश किसानहरु कहिले मलको सास्ती भोग्ने देशमा रासायनिक मल कहिले उत्पादन,0
जय रबि,1
आहा रवी सर शुरुवाती ध्यान दीने सोच्ने कार्यकर्ता भईदीएको साँच्चीकै स्वर्ग बन्ने थीयो देश,1
स्वतन्त्र नागरीक सतप्रतीशत भनाई स्वीक्रार्छौं,1
देश नागरीक भएन,0
सीर्फ कार्यकर्ता,1
गाँउ गाँउ वस्ति बाट उठेर नेता चोर फटाहा भ्रष्टाचारी हरु सीमा कटाउनु,0
रबि सर तपाईंको नम्बर पाउन है सम्स्या परेको हुनाले सङ जोडिने माद्याम मिलाइदिनुस,2
रबि सर कुरो एकछिन राखेर किसानहरुको चही प्राथमिकतामा राखेर बढाईदिनुस किसान अरब पतिहरुले पैसा पकाएर खान्छ किसान अन्न खाएर बाच्छ रबि सर हजुर हुनुन्छ कुरोको,0
रबि सर सरकारी पुलिस मिलेको पहुच नेपाल बाच्न अधिकार रबि दाइ,0
सुरक्षा निकाय त्त् यतिसम्म निकम्मा सावित भैरहेको प्रती जनताको विश्वास ज़ीरो नी रत्तिभर फ़रक पर्दैन ️,0
जातीय विभेद गर्नेलाई कडा कडा कानुन लागू दोषी सजाय पाउनुपर्छ,0
रवि सर हाई हाई चोर नेता बाई बाई नेपाल नेपाल नेपाल,0
सबैले नेपाल युरिया मल उत्पादन सक्छु,1
कार्यक्रम सुरुवातको प्रस्तुति दमदार देशको अस्थिरताको विषयमा विश्लेषण गर्दा तपाईंको धारणा देखिदैन,1
आज भेटिएको भन्नेमा सुन्न आएको अनि सहायक प्रहरी निरीक्षक लागेको सेटिङमै १हप्ता थाहा रे अनुसन्धान छ्न बिकट ठाउँ थोरै असजिलो गर्नै नसक्ने,0
राम्रो भन्न भो रबी सर नेपाल नेपाल नेपाल,1
चुनाव बाट नेता सच्याउन सकिँदैन कार्यकर्ता देस जनता प्रती बफादार नेता बफादार हुन्छन्,0
दशरथ राई सरले भात चाहिँ हाेइन सर पैसा राजनीतिक दबाब खाई सक्नु न्याय मिल्छ कहिले मिल्दैन पैसा वाला राजनीतिक पावर भएका छिट्टै मिल्छ नेपाल देश,0
